"study";"nc";"nt";"n";"r";"pub";"type";"ncnew";"ntnew";"nnew";"effest.exp";"effestnew.exp";"disccat.eff";"info";"vr.o";"vr.c";"vz.o";"vz.c";"z.o";"z.c"
"Bogaert & Rushton (1989) ";NA;NA;116;0.29;0;"o";NA;NA;116;0.29;0.29;0;0;0.00729454617391304;0.00729454617391304;0.00884955752212389;0.00884955752212389;0.298566263660178;0.298566263660178
"Bogaert & Rushton (1989) ";NA;NA;100;-0.05;0;"r";NA;NA;100;-0.05;-0.05;0;0;0.0100505681818182;0.0100505681818182;0.0103092783505155;0.0103092783505155;-0.0500417292784913;-0.0500417292784913
"Gladden, Figuerdo, Jacobs (2008)";NA;NA;192;0.05;0;"r";NA;NA;100;0.05;0.05;0;0;0.00520945680628272;0.0100505681818182;0.00529100529100529;0.0103092783505155;0.0500417292784913;0.0500417292784913
"Rushton, Vernon & Bons (2007)";NA;NA;239;0.18;0;"o";NA;NA;239;0.18;0.18;0;2;0.0039338225210084;0.0039338225210084;0.00423728813559322;0.00423728813559322;0.181982688600706;0.181982688600706
"Ruston, Vernon & Bons (2007)";NA;NA;239;0.19;0;"o";NA;NA;239;0.19;0.19;0;2;0.003903795;0.003903795;0.00423728813559322;0.00423728813559322;0.192337169219545;0.192337169219545
"Sefcek (2007) ";NA;NA;194;-0.06;1;"r";NA;NA;194;-0.06;-0.06;0;0;0.00514410860103627;0.00514410860103627;0.00523560209424084;0.00523560209424084;-0.0600721559210317;-0.0600721559210317
